"Step","DDPG_TempoRL_Pendulum-v1_19 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_19 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_19 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_18 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_18 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_18 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_17 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_17 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_17 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_16 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_16 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_16 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_15 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_15 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_15 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_14 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_14 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_14 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_13 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_13 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_13 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_12 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_12 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_12 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_11 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_11 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_11 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_10 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_10 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_10 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_9 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_8 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_7 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_6 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_5 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_4 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_3 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_2 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_1 - eval/avg_reward__MAX","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MIN","DDPG_TempoRL_Pendulum-v1_0 - eval/avg_reward__MAX"
"21900","-142.85341765742993","-142.85341765742993","-142.85341765742993","-189.1509603747943","-189.1509603747943","-189.1509603747943","-218.06739298291805","-218.06739298291805","-218.06739298291805","-214.14839869428866","-214.14839869428866","-214.14839869428866","-149.61333825612675","-149.61333825612675","-149.61333825612675","-145.5112629665043","-145.5112629665043","-145.5112629665043","-194.53941660658546","-194.53941660658546","-194.53941660658546","-102.05461070377767","-102.05461070377767","-102.05461070377767","-174.142629337299","-174.142629337299","-174.142629337299","-133.41185660280706","-133.41185660280706","-133.41185660280706","-145.7756427531678","-145.7756427531678","-145.7756427531678","-173.0301644997249","-173.0301644997249","-173.0301644997249","-123.46813546681892","-123.46813546681892","-123.46813546681892","-255.1586255917013","-255.1586255917013","-255.1586255917013","-171.84812468547184","-171.84812468547184","-171.84812468547184","-122.25862109719522","-122.25862109719522","-122.25862109719522","-148.13715757189843","-148.13715757189843","-148.13715757189843","-127.76241477148146","-127.76241477148146","-127.76241477148146","-169.43743554741727","-169.43743554741727","-169.43743554741727","-125.44482936550196","-125.44482936550196","-125.44482936550196"
"22200","-143.78230339680943","-143.78230339680943","-143.78230339680943","-189.85522085869408","-189.85522085869408","-189.85522085869408","-219.48169126601405","-219.48169126601405","-219.48169126601405","-214.77471848158478","-214.77471848158478","-214.77471848158478","-149.89635471868752","-149.89635471868752","-149.89635471868752","-146.52964970744853","-146.52964970744853","-146.52964970744853","-193.81476071942717","-193.81476071942717","-193.81476071942717","-101.29342815080885","-101.29342815080885","-101.29342815080885","-174.6205590030996","-174.6205590030996","-174.6205590030996","-135.4248743700616","-135.4248743700616","-135.4248743700616","-145.80704497246037","-145.80704497246037","-145.80704497246037","-173.6430853000404","-173.6430853000404","-173.6430853000404","-123.64601514795099","-123.64601514795099","-123.64601514795099","-282.3979010628349","-282.3979010628349","-282.3979010628349","-171.66820292684085","-171.66820292684085","-171.66820292684085","-122.80568416038189","-122.80568416038189","-122.80568416038189","-147.9696402211597","-147.9696402211597","-147.9696402211597","-127.71692479093403","-127.71692479093403","-127.71692479093403","-170.282000323984","-170.282000323984","-170.282000323984","-124.70189174510293","-124.70189174510293","-124.70189174510293"
"22500","-143.6184459101232","-143.6184459101232","-143.6184459101232","-189.9555383364008","-189.9555383364008","-189.9555383364008","-219.22768007884252","-219.22768007884252","-219.22768007884252","-240.83328796963366","-240.83328796963366","-240.83328796963366","-149.6656925061309","-149.6656925061309","-149.6656925061309","-146.62855600455234","-146.62855600455234","-146.62855600455234","-193.64135544946583","-193.64135544946583","-193.64135544946583","-101.41099803398811","-101.41099803398811","-101.41099803398811","-174.4000511336258","-174.4000511336258","-174.4000511336258","-136.0853753823352","-136.0853753823352","-136.0853753823352","-145.8420507564719","-145.8420507564719","-145.8420507564719","-172.78642653727943","-172.78642653727943","-172.78642653727943","-124.68926377853631","-124.68926377853631","-124.68926377853631","-230.10451450505585","-230.10451450505585","-230.10451450505585","-172.1318717208703","-172.1318717208703","-172.1318717208703","-122.03666272517174","-122.03666272517174","-122.03666272517174","-148.246585698675","-148.246585698675","-148.246585698675","-127.29976435238571","-127.29976435238571","-127.29976435238571","-170.49262768540217","-170.49262768540217","-170.49262768540217","-125.60174173774058","-125.60174173774058","-125.60174173774058"
"22800","-142.60784866332497","-142.60784866332497","-142.60784866332497","-191.25173610297583","-191.25173610297583","-191.25173610297583","-218.92989078612445","-218.92989078612445","-218.92989078612445","-214.74615746528016","-214.74615746528016","-214.74615746528016","-149.01274631748544","-149.01274631748544","-149.01274631748544","-147.26873389220208","-147.26873389220208","-147.26873389220208","-193.02672986888592","-193.02672986888592","-193.02672986888592","-101.08061102502495","-101.08061102502495","-101.08061102502495","-174.41234831199617","-174.41234831199617","-174.41234831199617","-135.51616543218574","-135.51616543218574","-135.51616543218574","-145.67474481082965","-145.67474481082965","-145.67474481082965","-173.89283120433942","-173.89283120433942","-173.89283120433942","-124.46962495441252","-124.46962495441252","-124.46962495441252","-281.2835439636841","-281.2835439636841","-281.2835439636841","-172.18167071328193","-172.18167071328193","-172.18167071328193","-123.65378043336145","-123.65378043336145","-123.65378043336145","-147.69340767234493","-147.69340767234493","-147.69340767234493","-127.28371761713046","-127.28371761713046","-127.28371761713046","-170.9506092511935","-170.9506092511935","-170.9506092511935","-125.39994652324518","-125.39994652324518","-125.39994652324518"
"23100","-142.76912336827587","-142.76912336827587","-142.76912336827587","-191.70877451109618","-191.70877451109618","-191.70877451109618","-219.57016775641938","-219.57016775641938","-219.57016775641938","-215.26459835301677","-215.26459835301677","-215.26459835301677","-149.83895077293863","-149.83895077293863","-149.83895077293863","-146.4013449079423","-146.4013449079423","-146.4013449079423","-192.86784785951636","-192.86784785951636","-192.86784785951636","-100.27100834156764","-100.27100834156764","-100.27100834156764","-174.32802773560212","-174.32802773560212","-174.32802773560212","-134.621352594626","-134.621352594626","-134.621352594626","-145.24332791285667","-145.24332791285667","-145.24332791285667","-173.7609905265848","-173.7609905265848","-173.7609905265848","-124.04079992415276","-124.04079992415276","-124.04079992415276","-280.02248300744225","-280.02248300744225","-280.02248300744225","-171.46946546603994","-171.46946546603994","-171.46946546603994","-125.74418793985232","-125.74418793985232","-125.74418793985232","-148.32263920105467","-148.32263920105467","-148.32263920105467","-127.56050495948917","-127.56050495948917","-127.56050495948917","-170.15095079787872","-170.15095079787872","-170.15095079787872","-125.6542588595244","-125.6542588595244","-125.6542588595244"
"23400","-142.6987584014409","-142.6987584014409","-142.6987584014409","-216.6246978377134","-216.6246978377134","-216.6246978377134","-218.85907954913063","-218.85907954913063","-218.85907954913063","-214.84126163761601","-214.84126163761601","-214.84126163761601","-148.48848371893843","-148.48848371893843","-148.48848371893843","-146.56033888567245","-146.56033888567245","-146.56033888567245","-191.84837562772452","-191.84837562772452","-191.84837562772452","-99.35571166760272","-99.35571166760272","-99.35571166760272","-174.43130821349058","-174.43130821349058","-174.43130821349058","-135.0537406562896","-135.0537406562896","-135.0537406562896","-145.24065742067953","-145.24065742067953","-145.24065742067953","-172.75483811928567","-172.75483811928567","-172.75483811928567","-124.71277046859211","-124.71277046859211","-124.71277046859211","-254.3997716007103","-254.3997716007103","-254.3997716007103","-172.01799398201882","-172.01799398201882","-172.01799398201882","-125.82768885551445","-125.82768885551445","-125.82768885551445","-148.15669020920205","-148.15669020920205","-148.15669020920205","-127.3036194444384","-127.3036194444384","-127.3036194444384","-171.1386975601751","-171.1386975601751","-171.1386975601751","-125.91251000249027","-125.91251000249027","-125.91251000249027"
"23700","-143.03172853802585","-143.03172853802585","-143.03172853802585","-193.1056150779694","-193.1056150779694","-193.1056150779694","-219.66861287128322","-219.66861287128322","-219.66861287128322","-214.62344666351063","-214.62344666351063","-214.62344666351063","-148.75996655458127","-148.75996655458127","-148.75996655458127","-146.21509059353795","-146.21509059353795","-146.21509059353795","-193.59068282325265","-193.59068282325265","-193.59068282325265","-99.29059006259612","-99.29059006259612","-99.29059006259612","-174.1824574441315","-174.1824574441315","-174.1824574441315","-134.40306686675396","-134.40306686675396","-134.40306686675396","-145.06351575703758","-145.06351575703758","-145.06351575703758","-172.1149798803716","-172.1149798803716","-172.1149798803716","-125.25711348762891","-125.25711348762891","-125.25711348762891","-280.67304976047274","-280.67304976047274","-280.67304976047274","-171.81086324140574","-171.81086324140574","-171.81086324140574","-126.34293081718049","-126.34293081718049","-126.34293081718049","-148.01867507198813","-148.01867507198813","-148.01867507198813","-127.59651154904209","-127.59651154904209","-127.59651154904209","-170.6613266239479","-170.6613266239479","-170.6613266239479","-125.68355600370924","-125.68355600370924","-125.68355600370924"
"24000","-142.967447093063","-142.967447093063","-142.967447093063","-193.8299427454602","-193.8299427454602","-193.8299427454602","-218.99014457949858","-218.99014457949858","-218.99014457949858","-215.8614590477845","-215.8614590477845","-215.8614590477845","-149.31431814111045","-149.31431814111045","-149.31431814111045","-146.66014141809052","-146.66014141809052","-146.66014141809052","-192.43792732331474","-192.43792732331474","-192.43792732331474","-98.56666743721834","-98.56666743721834","-98.56666743721834","-174.05189818515217","-174.05189818515217","-174.05189818515217","-133.81729826738115","-133.81729826738115","-133.81729826738115","-145.2396932967731","-145.2396932967731","-145.2396932967731","-172.74812684342015","-172.74812684342015","-172.74812684342015","-125.31489983126383","-125.31489983126383","-125.31489983126383","-254.56031107539252","-254.56031107539252","-254.56031107539252","-172.9899995406527","-172.9899995406527","-172.9899995406527","-127.04530086304555","-127.04530086304555","-127.04530086304555","-148.43433098657619","-148.43433098657619","-148.43433098657619","-127.53952976687738","-127.53952976687738","-127.53952976687738","-171.04545053222773","-171.04545053222773","-171.04545053222773","-126.2558671545036","-126.2558671545036","-126.2558671545036"
"24300","-143.81711680624215","-143.81711680624215","-143.81711680624215","-194.86009375405916","-194.86009375405916","-194.86009375405916","-218.39442239940158","-218.39442239940158","-218.39442239940158","-214.81235972783784","-214.81235972783784","-214.81235972783784","-148.78502252111426","-148.78502252111426","-148.78502252111426","-146.62259820724762","-146.62259820724762","-146.62259820724762","-191.7274038570237","-191.7274038570237","-191.7274038570237","-98.32794675636542","-98.32794675636542","-98.32794675636542","-174.32160310465866","-174.32160310465866","-174.32160310465866","-134.3242129739824","-134.3242129739824","-134.3242129739824","-145.1384933867788","-145.1384933867788","-145.1384933867788","-172.67794809402832","-172.67794809402832","-172.67794809402832","-125.18335101406319","-125.18335101406319","-125.18335101406319","-281.18658513076775","-281.18658513076775","-281.18658513076775","-172.28819547258715","-172.28819547258715","-172.28819547258715","-126.87786421759593","-126.87786421759593","-126.87786421759593","-148.53520351912053","-148.53520351912053","-148.53520351912053","-127.30008197782668","-127.30008197782668","-127.30008197782668","-170.60164122758118","-170.60164122758118","-170.60164122758118","-126.17135063007622","-126.17135063007622","-126.17135063007622"
"24600","-142.77939822675665","-142.77939822675665","-142.77939822675665","-194.62922324439995","-194.62922324439995","-194.62922324439995","-218.73801181839016","-218.73801181839016","-218.73801181839016","-214.7590322261136","-214.7590322261136","-214.7590322261136","-149.27307286989196","-149.27307286989196","-149.27307286989196","-146.6134183433621","-146.6134183433621","-146.6134183433621","-191.94542038217983","-191.94542038217983","-191.94542038217983","-98.60258866099385","-98.60258866099385","-98.60258866099385","-173.5717907193884","-173.5717907193884","-173.5717907193884","-133.46519963852944","-133.46519963852944","-133.46519963852944","-145.75888242099148","-145.75888242099148","-145.75888242099148","-172.68722528187593","-172.68722528187593","-172.68722528187593","-125.14714794920444","-125.14714794920444","-125.14714794920444","-280.99228670179843","-280.99228670179843","-280.99228670179843","-171.67614100876366","-171.67614100876366","-171.67614100876366","-127.79657936740985","-127.79657936740985","-127.79657936740985","-148.27131174480732","-148.27131174480732","-148.27131174480732","-127.3897144420506","-127.3897144420506","-127.3897144420506","-170.42421618221684","-170.42421618221684","-170.42421618221684","-126.334200702931","-126.334200702931","-126.334200702931"
"24900","-143.60543645241322","-143.60543645241322","-143.60543645241322","-217.5763042552935","-217.5763042552935","-217.5763042552935","-219.1234695952502","-219.1234695952502","-219.1234695952502","-215.16303630363828","-215.16303630363828","-215.16303630363828","-149.20125691438247","-149.20125691438247","-149.20125691438247","-170.2624889575701","-170.2624889575701","-170.2624889575701","-193.3373724447484","-193.3373724447484","-193.3373724447484","-97.80195359292445","-97.80195359292445","-97.80195359292445","-174.11245127743263","-174.11245127743263","-174.11245127743263","-132.64572369540744","-132.64572369540744","-132.64572369540744","-146.14352495225845","-146.14352495225845","-146.14352495225845","-174.36399645985756","-174.36399645985756","-174.36399645985756","-125.28603590256634","-125.28603590256634","-125.28603590256634","-283.0822428474915","-283.0822428474915","-283.0822428474915","-171.72881772985266","-171.72881772985266","-171.72881772985266","-127.49246298122151","-127.49246298122151","-127.49246298122151","-148.22147067571","-148.22147067571","-148.22147067571","-127.55695832927131","-127.55695832927131","-127.55695832927131","-170.37072139123094","-170.37072139123094","-170.37072139123094","-126.33449620313392","-126.33449620313392","-126.33449620313392"
"25200","-143.12126844924688","-143.12126844924688","-143.12126844924688","-195.05456452673906","-195.05456452673906","-195.05456452673906","-218.25964537932055","-218.25964537932055","-218.25964537932055","-214.73446466002943","-214.73446466002943","-214.73446466002943","-149.3347282174119","-149.3347282174119","-149.3347282174119","-145.418143236148","-145.418143236148","-145.418143236148","-191.94455053448343","-191.94455053448343","-191.94455053448343","-98.07558487292788","-98.07558487292788","-98.07558487292788","-174.95015496714103","-174.95015496714103","-174.95015496714103","-134.7765716614578","-134.7765716614578","-134.7765716614578","-145.71073469275632","-145.71073469275632","-145.71073469275632","-174.5256185359175","-174.5256185359175","-174.5256185359175","-125.36972092459311","-125.36972092459311","-125.36972092459311","-280.8634880879689","-280.8634880879689","-280.8634880879689","-171.94304380830357","-171.94304380830357","-171.94304380830357","-128.07527829511872","-128.07527829511872","-128.07527829511872","-148.40163353373018","-148.40163353373018","-148.40163353373018","-127.13143130527646","-127.13143130527646","-127.13143130527646","-170.0728916602557","-170.0728916602557","-170.0728916602557","-126.6389260649245","-126.6389260649245","-126.6389260649245"
"25500","-143.0841515047328","-143.0841515047328","-143.0841515047328","-195.41462973393405","-195.41462973393405","-195.41462973393405","-217.69358558089561","-217.69358558089561","-217.69358558089561","-214.25553168577898","-214.25553168577898","-214.25553168577898","-149.53198509099315","-149.53198509099315","-149.53198509099315","-143.74028023684573","-143.74028023684573","-143.74028023684573","-192.50930931529874","-192.50930931529874","-192.50930931529874","-97.81233881077561","-97.81233881077561","-97.81233881077561","-174.68752419281313","-174.68752419281313","-174.68752419281313","-133.8025810625134","-133.8025810625134","-133.8025810625134","-145.65604160067795","-145.65604160067795","-145.65604160067795","-173.21256075934735","-173.21256075934735","-173.21256075934735","-125.51450753881345","-125.51450753881345","-125.51450753881345","-282.2898829206995","-282.2898829206995","-282.2898829206995","-171.8660467102409","-171.8660467102409","-171.8660467102409","-126.31752987302613","-126.31752987302613","-126.31752987302613","-148.18989032018334","-148.18989032018334","-148.18989032018334","-127.10010237918864","-127.10010237918864","-127.10010237918864","-169.70379236895687","-169.70379236895687","-169.70379236895687","-126.71643754576355","-126.71643754576355","-126.71643754576355"
"25800","-143.64916890802104","-143.64916890802104","-143.64916890802104","-193.5923136918914","-193.5923136918914","-193.5923136918914","-218.26754173995715","-218.26754173995715","-218.26754173995715","-214.9504153906202","-214.9504153906202","-214.9504153906202","-150.0052510388665","-150.0052510388665","-150.0052510388665","-143.33715294721895","-143.33715294721895","-143.33715294721895","-191.4943645830361","-191.4943645830361","-191.4943645830361","-97.95457242633486","-97.95457242633486","-97.95457242633486","-175.34553714033055","-175.34553714033055","-175.34553714033055","-133.85919549270596","-133.85919549270596","-133.85919549270596","-145.74419884962873","-145.74419884962873","-145.74419884962873","-174.20597651231293","-174.20597651231293","-174.20597651231293","-125.50984532440222","-125.50984532440222","-125.50984532440222","-279.6915571804251","-279.6915571804251","-279.6915571804251","-171.4562144395601","-171.4562144395601","-171.4562144395601","-126.58126715442984","-126.58126715442984","-126.58126715442984","-148.208853916065","-148.208853916065","-148.208853916065","-127.07039083777629","-127.07039083777629","-127.07039083777629","-169.60142453438363","-169.60142453438363","-169.60142453438363","-125.84448809480325","-125.84448809480325","-125.84448809480325"
"26100","-143.44743060130133","-143.44743060130133","-143.44743060130133","-217.81113560259047","-217.81113560259047","-217.81113560259047","-218.69279549936945","-218.69279549936945","-218.69279549936945","-215.04037784106254","-215.04037784106254","-215.04037784106254","-150.23156557993283","-150.23156557993283","-150.23156557993283","-143.6407388549828","-143.6407388549828","-143.6407388549828","-191.06773603382337","-191.06773603382337","-191.06773603382337","-97.70730935810158","-97.70730935810158","-97.70730935810158","-175.01691781978425","-175.01691781978425","-175.01691781978425","-134.72453575489095","-134.72453575489095","-134.72453575489095","-145.51117014545184","-145.51117014545184","-145.51117014545184","-174.48094306883883","-174.48094306883883","-174.48094306883883","-125.42759297941545","-125.42759297941545","-125.42759297941545","-280.01772712919205","-280.01772712919205","-280.01772712919205","-171.27729418264664","-171.27729418264664","-171.27729418264664","-127.73264628552344","-127.73264628552344","-127.73264628552344","-148.67325382948815","-148.67325382948815","-148.67325382948815","-127.06497715319706","-127.06497715319706","-127.06497715319706","-169.23768822490743","-169.23768822490743","-169.23768822490743","-126.01199024861398","-126.01199024861398","-126.01199024861398"
"26400","-142.24028098819866","-142.24028098819866","-142.24028098819866","-193.16305372638416","-193.16305372638416","-193.16305372638416","-219.7980091424784","-219.7980091424784","-219.7980091424784","-214.44143442142882","-214.44143442142882","-214.44143442142882","-150.33131275944143","-150.33131275944143","-150.33131275944143","-144.11749977616637","-144.11749977616637","-144.11749977616637","-192.21731638705077","-192.21731638705077","-192.21731638705077","-97.17557404373244","-97.17557404373244","-97.17557404373244","-175.12836773653208","-175.12836773653208","-175.12836773653208","-133.31843785150068","-133.31843785150068","-133.31843785150068","-145.2064522996502","-145.2064522996502","-145.2064522996502","-174.41971784436208","-174.41971784436208","-174.41971784436208","-125.39104516645241","-125.39104516645241","-125.39104516645241","-280.06648107079593","-280.06648107079593","-280.06648107079593","-171.70155717076165","-171.70155717076165","-171.70155717076165","-127.2032818642278","-127.2032818642278","-127.2032818642278","-148.18371196310014","-148.18371196310014","-148.18371196310014","-127.14452283252936","-127.14452283252936","-127.14452283252936","-169.3510184514135","-169.3510184514135","-169.3510184514135","-126.35398930046831","-126.35398930046831","-126.35398930046831"
"26700","-142.2614367104316","-142.2614367104316","-142.2614367104316","-217.9542963085136","-217.9542963085136","-217.9542963085136","-219.6199828689258","-219.6199828689258","-219.6199828689258","-213.7601488908901","-213.7601488908901","-213.7601488908901","-149.60876860029595","-149.60876860029595","-149.60876860029595","-144.37961187323094","-144.37961187323094","-144.37961187323094","-193.3933405865252","-193.3933405865252","-193.3933405865252","-97.70957167133786","-97.70957167133786","-97.70957167133786","-175.2059140975855","-175.2059140975855","-175.2059140975855","-134.1804244268646","-134.1804244268646","-134.1804244268646","-145.20644469131705","-145.20644469131705","-145.20644469131705","-173.65210515220082","-173.65210515220082","-173.65210515220082","-125.30483711762159","-125.30483711762159","-125.30483711762159","-277.9360561639061","-277.9360561639061","-277.9360561639061","-171.4119246115468","-171.4119246115468","-171.4119246115468","-127.04610852160809","-127.04610852160809","-127.04610852160809","-148.28666914474368","-148.28666914474368","-148.28666914474368","-127.37071728575631","-127.37071728575631","-127.37071728575631","-169.57529921770774","-169.57529921770774","-169.57529921770774","-126.92554725066523","-126.92554725066523","-126.92554725066523"
"27000","-142.3904993426234","-142.3904993426234","-142.3904993426234","-195.117440475039","-195.117440475039","-195.117440475039","-219.51584107258878","-219.51584107258878","-219.51584107258878","-214.52882600507473","-214.52882600507473","-214.52882600507473","-148.9764972053213","-148.9764972053213","-148.9764972053213","-145.07399337076356","-145.07399337076356","-145.07399337076356","-193.61108857460454","-193.61108857460454","-193.61108857460454","-96.94167747068217","-96.94167747068217","-96.94167747068217","-175.1518287275573","-175.1518287275573","-175.1518287275573","-135.72818211671728","-135.72818211671728","-135.72818211671728","-145.1725340138704","-145.1725340138704","-145.1725340138704","-172.68933044707666","-172.68933044707666","-172.68933044707666","-125.46386982075023","-125.46386982075023","-125.46386982075023","-254.96367173620683","-254.96367173620683","-254.96367173620683","-171.7191784847912","-171.7191784847912","-171.7191784847912","-127.07505153242946","-127.07505153242946","-127.07505153242946","-148.45851578164402","-148.45851578164402","-148.45851578164402","-127.52095402612274","-127.52095402612274","-127.52095402612274","-169.7985954147282","-169.7985954147282","-169.7985954147282","-126.75990091197968","-126.75990091197968","-126.75990091197968"
"27300","-142.11604200677434","-142.11604200677434","-142.11604200677434","-193.81497052472324","-193.81497052472324","-193.81497052472324","-219.63400249556744","-219.63400249556744","-219.63400249556744","-212.95714327015085","-212.95714327015085","-212.95714327015085","-149.53524629297075","-149.53524629297075","-149.53524629297075","-144.72676091954946","-144.72676091954946","-144.72676091954946","-194.62702341251813","-194.62702341251813","-194.62702341251813","-96.77299402571585","-96.77299402571585","-96.77299402571585","-174.98828967470416","-174.98828967470416","-174.98828967470416","-135.95803912708092","-135.95803912708092","-135.95803912708092","-145.1601701573501","-145.1601701573501","-145.1601701573501","-172.39200397794394","-172.39200397794394","-172.39200397794394","-125.76188007950933","-125.76188007950933","-125.76188007950933","-281.30505867995214","-281.30505867995214","-281.30505867995214","-171.71732388964386","-171.71732388964386","-171.71732388964386","-126.30771898865461","-126.30771898865461","-126.30771898865461","-148.44836207532714","-148.44836207532714","-148.44836207532714","-127.60850575147519","-127.60850575147519","-127.60850575147519","-168.97581130699473","-168.97581130699473","-168.97581130699473","-126.68647502146496","-126.68647502146496","-126.68647502146496"
"27600","-142.2794424812924","-142.2794424812924","-142.2794424812924","-193.67438451624906","-193.67438451624906","-193.67438451624906","-219.3137828214148","-219.3137828214148","-219.3137828214148","-215.19919486413545","-215.19919486413545","-215.19919486413545","-149.2923232868588","-149.2923232868588","-149.2923232868588","-145.14397882610874","-145.14397882610874","-145.14397882610874","-195.0335189162904","-195.0335189162904","-195.0335189162904","-97.40985407044884","-97.40985407044884","-97.40985407044884","-175.00700626614994","-175.00700626614994","-175.00700626614994","-135.85347319769065","-135.85347319769065","-135.85347319769065","-145.13115596652784","-145.13115596652784","-145.13115596652784","-173.94406528328165","-173.94406528328165","-173.94406528328165","-125.85009600921508","-125.85009600921508","-125.85009600921508","-255.78938304891813","-255.78938304891813","-255.78938304891813","-171.96077215736972","-171.96077215736972","-171.96077215736972","-126.30561069208068","-126.30561069208068","-126.30561069208068","-148.19244543578571","-148.19244543578571","-148.19244543578571","-127.62814364700054","-127.62814364700054","-127.62814364700054","-169.1471910099901","-169.1471910099901","-169.1471910099901","-126.39700065143435","-126.39700065143435","-126.39700065143435"
"27900","-142.33148424600273","-142.33148424600273","-142.33148424600273","-217.99156472409246","-217.99156472409246","-217.99156472409246","-219.6233513057065","-219.6233513057065","-219.6233513057065","-214.72721584412108","-214.72721584412108","-214.72721584412108","-149.6584444656535","-149.6584444656535","-149.6584444656535","-145.2486119646167","-145.2486119646167","-145.2486119646167","-194.9432742626654","-194.9432742626654","-194.9432742626654","-97.08481771007663","-97.08481771007663","-97.08481771007663","-174.52976146464195","-174.52976146464195","-174.52976146464195","-134.86754951489704","-134.86754951489704","-134.86754951489704","-145.06950428139533","-145.06950428139533","-145.06950428139533","-172.81169828242116","-172.81169828242116","-172.81169828242116","-125.81206486174695","-125.81206486174695","-125.81206486174695","-280.59447943150667","-280.59447943150667","-280.59447943150667","-171.4058083507318","-171.4058083507318","-171.4058083507318","-126.31494695399968","-126.31494695399968","-126.31494695399968","-148.464436667789","-148.464436667789","-148.464436667789","-127.71309511522195","-127.71309511522195","-127.71309511522195","-169.6769763461289","-169.6769763461289","-169.6769763461289","-126.6937808599439","-126.6937808599439","-126.6937808599439"
